text,coarse label
Vilken film från 1953 vann Frank Sinatra Oscar för bästa biroll för?,ENTY
Hur många Stradivarius-fioler gjordes någonsin?,NUM
Vilken typ av barndom hade Jules Verne?,DESC
Vem uppfann aktieräknaren 1870?,HUM
Vad är en spetälsk?,DESC
Vad var Einsteins födelseplats?,LOC
Vad var George Washington rädd för?,ENTY
Vilket sekel är scenen för TVs The Adventures of Robin Hood?,NUM
Vem skrev Bibeln?,HUM
Vilka är de fem bästa böckerna genom tiderna?,ENTY
"Vilka är ""Star Wars"" -satelliterna?",DESC
Vem är Henry Butler?,HUM
Vilka skulder lämnade Qintex-gruppen?,NUM
Vilken amerikansk president är begravd i Washington| DC?,HUM
Vad är termen för någon som hatar mänskligheten?,ENTY
Vad växte San Franciscos Milt Harper som mätte 24 tum från spets till spets 1974?,ENTY
Vilket college spelade Dikembe Mutombo basket för?,HUM
Var ligger tunnelbanestationerna Austerlitz och Victor Hugo?,LOC
Var växte Ty Cobb upp?,LOC
Vad är en filantrop?,DESC
Vad är en portal?,DESC
Vilken Tom Wolfe-bok handlar om Mercury-astronauterna?,ENTY
"Vilken matolja har ""majsgodhet""?",ENTY
Vad är inkomsten per capita i Colombia| Sydamerika?,NUM
Hur många osttyper finns det i Frankrike?,NUM
"Hur många ""ögon"" har en kokosnöt?",NUM
Hur många webbplatser finns det i världen?,NUM
Vad är termen som beskriver ett ord där endast en användning har registrerats i all litteratur?,ENTY
Vem gjorde det första flygplanet?,HUM
Vilka åtgärder vidtog Clinton för att undvika militäruttagningen?,ENTY
"Vad är ""stoppnålar"" och ""häststickare"" bättre kända som?",ENTY
Hur många poäng är en skiva i mitthålet värd i Crokinole?,NUM
Hur tjänar webbplatser som Yahoo och Excite pengar?,DESC
I vilken allmän riktning följer resan Världen runt på 80 dagar?,LOC
Hur producerar de vitaminer?,DESC
Advokaten som representerade Randy Craft| vad hette han?,HUM
Vad äter pingvinerna?,ENTY
Vilken organisation är säkerhetsrådet en del av?,HUM
Vilket är New Englands högsta berg?,LOC
Vilken TV-station arbetade Mary Richards för?,ENTY
Vad betyder tomgång?,DESC
Vad var vägen till berömmelse för fotbollsmatchen som såg Fordham besegra Waynesburg State 12601 den 3 september 1939?,DESC
Vad är en serigrafi?,DESC
Vilken fotbollsmatch första drottning var Hallie Woods?,ENTY
Vem var den första svarta som var huvudtränare för ett proffs-lag i major league?,HUM
Vem är John Macarthur| 1767-1834?,HUM
Vilket år började kriget 1812?,NUM
Vilken tävlingshäst vann en Associated Press-undersökning som 1900-talets största häst?,ENTY
"Vilka är orden till Eminems cd-skiva| eller slim shady| ""My Name Is""?",DESC
Vad hänvisar Final Four till i sportvärlden?,ENTY
Vem är Peter Weir?,HUM
Vilket medium är Stuart Hamblen den första sjungande cowboyen i?,ENTY
"Vad betyder ""subaru?",DESC
Hur många verser finns det i Bibeln?,NUM
Vad är endometrios?,DESC
Vad är en geovetenskapsman?,DESC
Vilken robust amerikansk president importerade sin egen instruktör efter att ha sett en judomatch?,HUM
Vilka är alla olika typer av pizza?,ENTY
Från vilken orsak härstammar tuberkulos?,DESC
I vilken nation ligger Edessa nuförtiden?,LOC
Namnge ett land som utvecklar ett magnetiskt levitationsjärnvägssystem?,LOC
Vad betyder BTU?,ABBR
Vilken statlig avdelning arbetade The Untouchables för?,HUM
Vilken drink består av rom| kokosmjölk och ananas?,ENTY
Vad är VDRL-testet av blod?,DESC
Vilka sju siffror följer riktnummer i siffran för långväga information?,NUM
Vad hette spelaren som spelade nose tackle för Eagles i Super Bowl XV?,HUM
Var ligger den största dammen i världen?,LOC
Vem hade uthållighetsrekordet för kvinnliga piloter 1929?,HUM
Vad gjorde Andy Hardys far för pengar?,HUM
Hur stor andel av silverproduktionen är från oberoende silversmeder?,NUM
Varför är hockey så våldsamt?,DESC
I vilken del av världen ligger Moçambique?,LOC
Vilka är Woody Woodpecker systerdotter och brorson?,HUM
Vilken film öppnar med en mördare som tumlar från Seattle Space Needle?,ENTY
Vem skapade Maudie Frickett?,HUM
Vad är en läckande hjärtklaff?,DESC
Hur kan jag ge mig själv en fransk manikyr?,DESC
Vem var den första engelskmannen att åka jorden runt?,HUM
"Vad är definitionen av Scrabble-ordet ""syzygy""?",DESC
Vad är lönen för en amerikansk representant?,NUM
Vilka gjorde det största kokainbeslaget i Ventura County historia?,HUM
Vilka konstgjorda vattenvägar är 1|76 mil långa?,LOC
Vem befriade 1800-talets Sicilien och Neapel?,HUM
På vilken flod är Strasbourg byggt?,LOC
Vad är den maximala längden i tum för en första basemanhandske?,NUM
Vilket land ligger på 13 grader nordlig latitud och 10 grader östlig longitud?,LOC
Var är de mest trafikerade hamnarna i världen?,LOC
Vad är svinpopulationen i världen?,NUM
"Hur blir bilen i ""Christine"" besatt?",DESC
Vilken stad betjänas av McCarren Airport?,LOC
Vad är det största mängden mål som gjorts av ett enda lag i ett NHL-hockeyspel?,NUM
Vilka är de låga länderna?,DESC
Vilken kanin fick sitt namn för att öronen liknade en jackass?,ENTY
Aspartam kallas också vad?,ENTY
Vad är en rädsla för träd?,ENTY
Vilken skådespelare har en tatuering på sin högra handled med texten Scotland Forever?,HUM
Hur många dollar per dag sa Arthur Frommer att du kunde klara dig på i Europa 1968?,NUM
Vilka helgdagar eller högtider firas i Italien?,ENTY
Vem utsåg ordföranden för Federal Reserve?,HUM
Varför skakar folk hand för att visa vänlighet?,DESC
Vad betyder SCSI på en dator?,ABBR
För att få mest koffein| vilken läsk ska jag dricka?,ENTY
"Varför kallar de det för ett ""roligt ben""?",DESC
Var kan jag hitta uppdaterad information om kusttemperaturen vid havet| helst längs Nordamerika och Karibien?,LOC
Vad är strålning exakt?,DESC
"Vilka är de två städerna i Dickens ""A Tale of Two Cities""?",LOC
Vem är Samuel F. Pickering?,HUM
Vilken engelsk drottning hade sex fingrar på ena handen?,HUM
Vilken flod rinner genom Liverpool?,LOC
Vilken typ av nötter används i marsipan?,ENTY
När utbröt Mount St. Helens senast?,NUM
Vad har en polyorchid man minst tre av?,ENTY
Vad exakt| specifikt gör sömn för dig?,DESC
När avskaffades barnarbete?,NUM
Hur många permutationer med tre bokstäver kan göras från de fyra bokstäverna abdc?,NUM
Vilken tid på året är flygresor som populärast?,NUM
Vad betyder en röd flagga i bilracing?,DESC
Vilken är den längsta floden i Kanada?,LOC
Vad är osteichthyes?,DESC
"Vilken tennisspelare har smeknamnet ""Nasty""?",HUM
Hur gör man en ämnesplan?,DESC
Vilken icke-konformistisk abstrakt målare kallades Jack The Dripper by Time?,HUM
Hur många längder finns det i en mil-och-kvarts race?,NUM
Hur många millimeter är det på en mil?,NUM
Hur stor är en bäbishavsörn?,NUM
Vilken färg används oftast för att symbolisera sanningen?,ENTY
Stuart Hamblen anses vara den första sjungande cowboyen av vad?,ENTY
Vad var Storbritanniens befolkning från 1699-172?,NUM
Hur kan en utlänning få ett amerikanskt socialförsäkringskort?,DESC
Vad är termen för summan av allt genetiskt material i en viss organism?,ENTY
Vilket är det bästsäljande TV-soundtracket genom tiderna?,ENTY
Vilket bergskedja markerar gränsen mellan Frankrike och Spanien?,LOC
Vilket TV-program sent på kvällen innehåller Larry| Bud| Melman och Toast on a Stick?,ENTY
Vilken är den snabbaste datorn?,ENTY
Vem grundade den moderna sannolikhetsteorin?,HUM
Vad är termen för en kalkstensavsättning som stiger från golvet i en grotta?,ENTY
Hur många människor mördade Randy Craft?,NUM
Vem är kungen av gungan?,HUM
Vilken bästsäljande modern poet var grundaren av den berömda City Lights Bookshop i San Francisco?,HUM
Vad betyder termen glory hole?,DESC
Vilken sydvietnamesisk president mördades av sina generaler 1963?,HUM
Vad är livets påle som nämns i Herrens bön?,DESC
Hur gammal är för gammal för att ett barn inte ska prata?,NUM
När byggdes Hoover Dam?,NUM
Vilken förmåga har silkesmaskmal förlorat genom domesticering?,ENTY
Vad behöver du göra för att gifta dig med någon i fängelset?,DESC
Hur många tiondelar av jordens yta ligger under vatten?,NUM
Vad är Pennsylvanias statsinkomstskattesats?,NUM
Hur bildas marmel och vilket mineral innehåller det?,DESC
Vem vann 1968 den demokratiska primären i Kalifornien?,HUM
Vem talade det enda ordet i Mel Brooks Silent Movie?,HUM
Vad är en rädsla för surhet?,ENTY
Vad var Thatchers förnamn?,HUM
Hur aktiverar jag mitt LAN-kort så att det kan anslutas till en annan dator utan att använda en HUB?,DESC
Vad gör insekter genom sina spirakler?,DESC
Namnge snabbmatskedjan med de gyllene bågarna.,HUM
Vilka är de språk som de infödda talar i Afghanistan?,ENTY
Vad är ursprunget till Boxing Day?,DESC
Vilken Robert Louis Stevenson-roman inspirerades av diakonen William Brodie| en möbelsnickare om dagen och inbrottstjuv på natten?,ENTY
Vad är en rädsla för avslag?,ENTY
Vad var de tidiga amerikanska revolutionärernas samlingsskrik?,DESC
Vem var den första ryska astronauten som gick i rymden?,HUM
Vilken är den bästsäljande datormodellen någonsin?,ENTY
Vad är en rädsla för mat?,ENTY
Vem skrev 'Dubliners'?,HUM
Vad är en elefants förväntade livslängd?,NUM
Vilka är de kort- och långsiktiga effekterna av att dricka som mindreåriga?,DESC
Vad är vägen till berömmelse för nattvakten Frank Wills?,DESC
Namn på King Arthurs svärd?,ENTY
Vilken film från Candice Bergen-Jacqueline Bisset från 1981 var en remake av 1943:s gamla bekant?,ENTY
Vem är Malaysias 43:e premiärminister?,HUM
Vem grundade det första aerodynamiklaboratoriet 1912?,HUM
Vad kostar biljettpriset för tur och retur mellan New York och London på Concorde?,NUM
Vad är en benmärgstransplantation avsedd för?,DESC
Vad betyder namnet Calder?,DESC
"Vem sa ""Ge mig frihet eller ge mig döden""?",HUM
Vad ligger McCarren flygplats?,LOC
Vad står förkortningen OAS för?,ABBR
Vad är smeknamnet på Cleveland Indianer?,ENTY
Vilken Frederick Forsyth-roman berättar om legosoldater som störtar en afrikansk regering?,ENTY
Vad gör Black Hills| South Dakota till en turistattraktion?,DESC
Vad hette Barettas kakadua?,ENTY
Hur mycket kommer den statliga gasskatten i Kalifornien att öka år 2000?,NUM
Vad är Japans största biltillverkare?,HUM
"Namnet på den kraftfulla vita handlaren i Conrads ""Heart of Darkness""?",HUM
Hur lång är gränsen mellan Kanada och de 48 slutliga staterna?,NUM
Vad kallar du ett datum som innehåller sekvenseringsnummer| som 9-8-98?,ENTY
Vilken färg är korset på Schweiz flagga?,ENTY
Vilken är den största ön i Medelhavet?,LOC
Vad var Joe Namaths första kontrakt värt?,NUM
Var ligger Rider College?,LOC
Var uppfanns chop suey?,LOC
Hur kan jag få tillgång till en spionsatellit?,DESC
Vad är Archimedes känt för?,DESC
Var kommer dagg ifrån?,LOC
"Hur gammal var Lucille Ball när showen ""I Love Lucy"" hade premiär?",NUM
Vilken är den mest delikatsmakande medlemmen i lökfamiljen?,ENTY
Vilken italiensk landmärkesrestaurang finns på 239 West 48th Street| New York City?,LOC
Vad kallar du en citatbok?,ENTY
Hur många poäng är en bullseye värd i dart?,NUM
Vilka är några mytologiska webbplatser?,LOC
Vad är cunnilingus?,DESC
Rotationsmotorer tillverkades av vilket företag?,HUM
Vilken spionfilm från 1942 återförenade regissören John Huston med de maltesiska falkarna Humphrey Bogart| Mary Astor och Sidney Greenstreet?,ENTY
Vilken nationalitet är Ileana Cotrubas?,LOC
Vad är objektorienterad design?,DESC
Varför måste en kvinna vara jungfru för att vara nunna?,DESC
Vad är befolkningen i Kansas?,NUM
Vem uppfann dragfliksöppnare på burkar?,HUM
Vad är namnet som den galna superkriminella Otto Octavius använder?,HUM
Vems acceptanstal på mer än 3 minuter ledde till en tidsgräns på Oscar-tacktal?,HUM
Hur mycket Coca Cola dricks på en dag i världen?,NUM
Namnge trädodlingsföretaget.,HUM
Vilken är Dr Seuss mest populära bok?,ENTY
Hur påverkar matfärgen hur du tror att den kommer att smaka?,DESC
Var kom världen ifrån?,LOC
Vad betyder verdandi?,DESC
Vilket djur åt bröd och ostron med en snickare?,ENTY
Vilken ögrupp är Guadalcanal en del av?,LOC
"Vem förklarade: ""Jag tror att jag går ut och mjölkar älgen""?",HUM
"Vad är ursprunget till ""grill""?",DESC
Hur rengör du dåligt lackerad mässing?,DESC
Hur många e-handelsföretag startas varje dag?,NUM
Hur kan du definiera tid?,DESC
Vad är det enda östeuropeiska landet som inte är bundet till rubeln?,LOC
Vad är Judy Garlands födelsedatum?,NUM
Vad står HIV för?,ABBR
Vad är Shirley MacLaine känd som?,ENTY
Hur tillverkas plast?,DESC
Vilka är de sju principerna för lärande från Institute for Research on Learning| IRL?,ENTY
Vilken bok arbetade F. Scott Fitzgerald på när han dog i Hollywood 194?,ENTY
Hur har myror sex?,DESC
Vilken tidigare Ku Klux Klan-medlem vann ett ämbete i USA?,HUM
Hur lång är gränsen mellan Ukraina och Ryssland?,NUM
Vad är HDLC?,ABBR
Vad går med vitt vin för att lägga spritz i en Spritzer?,ENTY
Vad är en nematod?,DESC
"Vad är innebörden av ""HLR""?",DESC
Vilken färg har sju av 10 hus i USA?,ENTY
Vad fruktar en fobofob?,ENTY
Vad är kapitalism enligt Max Weber?,DESC
Vilket land har den högsta mordbrandsatsen?,LOC
Vilka färger på bönor vägrade de forntida romarna att äta?,ENTY
Vad använder seglare för att mäta tid?,ENTY
Vem var skådespelaren som spelade Sam i filmen Casablanca?,HUM
Vilken stad betjänas av Orly Airport?,LOC
Var skedde Woodstock?,LOC
Vilken är den mest populära spelformen bland kvinnor i Las Vegas?,ENTY
Vilken uppgift utför Bouvier-hundrasen?,HUM
Vad är den genomsnittliga tiden att kyssa någon?,NUM
Vilka är de fem mest oljeproducerande länderna i världen?,LOC
"Vilken New Orleans DA hävdade: ""Min personal och jag löste mordet för flera veckor sedan""?",HUM
Var kan man hitta Rider College?,LOC
Hur mycket koffein är i en 16 oz kopp kaffe?,NUM
Varför innehåller haven saltvatten istället för sötvatten?,DESC
Vad är Bella Abzugs varumärke?,ENTY
Vad var det riktiga namnet på författaren Ross Macdonald| skaparen av hjälten Lew Archer?,HUM
Vilken spindel gör ett fantastiskt husdjur| till och med sagt att den kan känna igen sin herre?,ENTY
Vad betyder ordet affiant?,DESC
Vilka fordon körs i Tour de France?,ENTY
Hur stort är Australien?,NUM
Vad krävs för att vara en hjälte?,ENTY
Hur skriver de kinesiska tecken på ett tangentbord?,DESC
Vilket djur orsakar det största hotet mot människor?,ENTY
Vad är en rädsla för förstörelse?,ENTY
Vilka länder har flest bilstölder?,LOC
"Vem gör kyckling ""finger lickin"" bra?",HUM
Vilken regissör skildrade befälhavaren för krigsfångalägret i Stalag 17 1953?,HUM
Vad heter Jacques Cousteaus två söner?,HUM
Vilka brittiska TV-serier inspirerade All in the Family?,ENTY
Vad betyder ordet terrorism?,DESC
Vem följde med Space Ghost på hans uppdrag?,HUM
Vad betyder N est-ce pas?,DESC
Namnge de fem orden som använder alla bokstäver i alfabetet| förutom Q| utan upprepningar.,ENTY
"Vad är ursprunget till ordet ""tampong""?",DESC
"Vilken andra världskrigets ledare förklarade: ""Slaget har slagits""?",HUM
Hur kan jag få ett CCT-diagram?,DESC
Vem var Israels första premiärminister?,HUM
Vilken är den mest populära sportbilenfärgen?,ENTY
Vilket land skryter med Ismails palats och kung Farouks palats?,LOC
Vilken Broadway-show introducerade låten Some Enchanted Evening?,ENTY
Vad är ett växttillskott?,DESC
Var skulle jag kunna åka på ett ånglok?,LOC
Vilken produkt upptäckte och producerade William Horlick?,ENTY
När Adam Strange inte äventyrar på Rann| vad kallar Adam Strange sitt yrke?,HUM
Hur gör man en bibliografisida?,DESC
Vilket yrke har den högsta skilsmässoprocenten?,HUM
Vilken dryck innehåller så många typer av rom som möjligt?,ENTY
Var finns referensen till Virtual Desk?,LOC
Hur högt är åska?,NUM
"Vilken Kaliforniens guvernör sa: ""Handlingslöshet kan vara den högsta handlingsformen""?",HUM
Vad är en ekologisk nisch?,DESC
Vem är Desmond Tutu?,HUM
Vem var den första personen att studera stjärnorna?,HUM
Var kom termen eldstift ifrån?,DESC
Vilken ansiktsdetalj sportade Walt Disney som ingen av Disneys anställda fick?,DESC
"Vem är författaren till boken ""The Iron Lady: A Biography of Margaret Thatcher""?",HUM
Vilka är de 10 högsta högskolorna i USA inom teknikområdet?,HUM
Hur mycket skulle en svartvit 1-cent-frimärke vara värd| Thomas Jefferson på den?,NUM
Vad är sannolikheten för att minst 2 av 25 personer ska ha samma födelsedag?,NUM
