text,verbose label,coarse label,fine label
"Vad innebär donationsprocessen?",DESC:def,2,2
"Hur långt är det från Phoenix till Blythe?",NUM:dist,5,40
"Vilken by i New Hampshire stiger tidigt upp för att rösta först i USA:s presidentval?",LOC:city,0,32
"Hur många tittar på nätverks-tv?",NUM:count,5,38
"Vilket plagg fick namn efter Bradley, Voorhees och Day?",ENTY:product,3,19
"Vem bröt först ljudbarriären?",HUM:ind,1,30
"Hur har fåglar sex?",DESC:manner,2,4
"Hur många hästar finns det i ett poloteam?",NUM:count,5,38
"Vad förstörs i 1 Mos 19:24?",ENTY:other,3,17
"Vilket nytt år firas den 16 februari?",ENTY:event,3,12
"Vad är Occams rakhyvel?",DESC:def,2,2
"Var bor Grimace och borgmästare McCheese?",LOC:other,0,35
"Hur lång tid tar det att vandra hela Appalachian Trail?",NUM:period,5,45
"Vilken roll spelar frukt i växternas överlevnad?",HUM:ind,1,30
"Var hålls världsmästerskapet av slädhundsrace varje februari?",LOC:other,0,35
"Vad är det medicinska syftet med "klitoridektomi"?",DESC:reason,2,5
"Hur definieras talassemi?",DESC:def,2,2
"Vad heter tidningen Tampa?",ENTY:cremat,3,9
"Vad är en stormflod?",DESC:def,2,2
"Hur använder man "längre" i motsats till "ytterligare"?",DESC:manner,2,4
"Vad var alternativet till VHS?",ENTY:other,3,17
"Vad är ett av Sioux-språken?",ENTY:lang,3,15
"Vilken Pulitzer-prisbelönad romanförfattare deltog som borgmästarkandidat i New York City?",HUM:ind,1,30
"Hur många gånger kan ett uppladdningsbart nickel-kadmiumbatteri laddas?",NUM:count,5,38
"Hur gör man cologne?",DESC:manner,2,4
"Vad hette de grekiska gudarnas mat?",ENTY:food,3,13
"Vad betyder kameraredo konst?",DESC:def,2,2
"Hur många platser har Batmobile?",NUM:count,5,38
"Hur många kort delas ut till varje spelare i Gin Rummy?",NUM:count,5,38
"Vad hände med Phillip Taylor Kramer?",DESC:desc,2,3
"Vilken Erica Jong-roman handlar om Isadora Wings rädsla?",ENTY:cremat,3,9
"Vilken tid på året flyger de flesta?",NUM:date,5,39
"Vem var Joakims döda partner i Dickens A Christmas Carol?",HUM:ind,1,30
"Vad är julgranens ursprung?",DESC:desc,2,3
"När är det thailändska nyåret?",NUM:date,5,39
"Vilka fyra turneringar utgör tennis 'Grand Slam?",ENTY:sport,3,21
"Vilken film från 1964 introducerade låten My Kind of Town?",ENTY:cremat,3,9
"Vem spelade in hiten Tammy 1957?",HUM:ind,1,30
"Vad är termen för den sida av berget som möter de rådande vindarna?",ENTY:termeq,3,25
"I Kafka's Metamorphosis vaknar hjälten en morgon för att finna sig förvandlad till vad?",ENTY:other,3,17
"Vad översätts caliente till på engelska?",ENTY:termeq,3,25
"Vem är Mia Farrows mamma?",HUM:ind,1,30
"Hur avgör du om en datorskärm har en SVGA-adapter?",DESC:manner,2,4
"Hur långt kan ett mänskligt öga se?",NUM:dist,5,40
"Vilken tid på året har flest flygresor?",NUM:date,5,39
"Vad betyder termen "spaghetti western"?",DESC:def,2,2
"När bildades G7-gruppen av nationer?",NUM:date,5,39
"Vad är skillnaderna mellan 1980 och 1990?",DESC:desc,2,3
"Vilken basebollspelare gick flest gånger?",HUM:ind,1,30
"Vilken berömd manlig sångare har samma namn som kompositören för operan Hansel och Gretel?",HUM:ind,1,30
"Vilka var de första frysta livsmedlen?",ENTY:food,3,13
"Varför kallas Indiglo Indiglo?",DESC:reason,2,5
"Vad är ordet för kärlek till smärta eller övergrepp?",ENTY:word,3,27
"När kanoniserade de Bibeln?",NUM:date,5,39
"Vem var den enda presidenten som tjänade två mandatperioder i icke-följd?",HUM:ind,1,30
"Hur stor andel av alla världstornados landar i USA?",NUM:perc,5,44
"Vilken arbetsledare sågs senast på parkeringsplatsen för en restaurang i Michigan?",HUM:ind,1,30
"När började den karolingiska perioden?",NUM:date,5,39
"Vilket motto avslutade Merrie Melodies tecknade serier?",DESC:desc,2,3
"Vem rapporterar vädret i TV-programmet "Good Morning America"?",HUM:ind,1,30
"Hur många kejsare fanns det i det romerska riket?",NUM:count,5,38
"Vad hette skaparen av "The Muppets"?",HUM:ind,1,30
"Vad är Cabarnet Sauvignon?",DESC:def,2,2
"Vad är en virtuell IP-adress?",DESC:def,2,2
"Vad heter tigern som annonserar för Frosted Flakes flingorna?",ENTY:animal,3,6
"Vem skickade det korta meddelandet ""Jag kom, jag såg, jag segrade""?",HUM:ind,1,30
"Vilken färg har herr Spocks blod?",ENTY:color,3,8
"Vilken amerikansk flygvapengeneral ledde den första bombningen över Tokyo?",HUM:ind,1,30
"Vilken USA:s vice president sa: "Vissa tidningar kasserar sitt skräp genom att skriva ut det"?",HUM:ind,1,30
"Vad hette den första Watergate-åklagaren, som senare avskedades av Nixon?",HUM:ind,1,30
"Hur fungerar filmbluesskärmar?",DESC:manner,2,4
"Hur påverkar magnetens hastighet i en generator generatorn?",DESC:manner,2,4
"Vilket är det sovjetiska kommunistpartiets högsta beslutsfattande organ?",HUM:gr,1,29
"Vad var Vietnamkriget?",DESC:def,2,2
"Vad är La Nina?",DESC:def,2,2
"Varför brann Globe Theatre ner?",DESC:reason,2,5
"Vilken dag gifte sig John F och Jackie Kennedy?",NUM:date,5,39
"Vad var den facklitterära bästsäljaren 1952, 1953 och 1954?",ENTY:cremat,3,9
"Vad menas med blod SED-frekvens?",DESC:def,2,2
"Vilken är den nomadiska jakt- och samlingsstammen i Kalahariöknen i Afrika?",HUM:gr,1,29
"Vem vann ett Pulitzerpris för sin roman The Caine Mutiny?",HUM:ind,1,30
"Vad är det bästa sättet att tappa fläsket under hakan och runt ansiktet?",ENTY:techmeth,3,24
"Var är din corpus callosum?",LOC:other,0,35
"Vilken Broadway-musikal innehöll låten, "If I were a rich man?",ENTY:cremat,3,9
"Vem porträtterade Sherlock Holmes i 14 filmer mellan 1939 och 1946?",HUM:ind,1,30
"Varför är rymdutvecklingen så viktig?",DESC:reason,2,5
"Vad handlar barnlåten Rock-a-by Baby om?",DESC:desc,2,3
"När Superman behöver komma bort från allt, vart går han?",LOC:other,0,35
"Hur gammal är sångaren Freedy Johnston?",NUM:period,5,45
"Vad är ursprunget till gametofytisk vävnad?",DESC:desc,2,3
"Vad menar Aaron?",DESC:def,2,2
"Vad är en rädsla för hår?",ENTY:dismed,3,11
"Vad heter popsångaren vars sång blev temasång för ett märke av catsup?",HUM:ind,1,30
"Vad är en barrträd?",DESC:def,2,2
"Vem påstod sig vara världens mest perfekt utvecklade man?",HUM:ind,1,30
"Vad skiljer sig mellan den röda och svarta räven?",DESC:desc,2,3
"Vad är e-handel?",DESC:def,2,2
"Hur knyter jag slips?",DESC:manner,2,4
"Var kan jag få information om importörer av bomullstextil?",LOC:other,0,35
"När började Spanien och Korea ambassadörsförbindelser?",NUM:date,5,39
"Vilken typ av människor deltog i Shays uppror i Massachusetts 1787?",HUM:gr,1,29
"Vad är kromatologi?",DESC:def,2,2
"Hur många spår finns på en krona?",NUM:count,5,38
"Hur bildades ACLU?",DESC:manner,2,4
"Vilka är de mest sålda albumen av en artist eller ett band?",ENTY:cremat,3,9
"Den näst mest populära sporten världen över är vad?",ENTY:sport,3,21
"Vad förlorar guldfisk om de förvaras i svagt upplyst eller rinnande vatten?",ENTY:other,3,17
"Vilken kanal sträcker sig Thatcher Ferry Bridge över?",LOC:other,0,35
"Vilken amerikan vann världsmästerskapet i körning 1978?",HUM:ind,1,30
"Vad är chansen för graviditet om penis inte tränger in i slidan?",NUM:perc,5,44
"Vilken är den högsta handen i rak poker?",ENTY:other,3,17
"Var kan jag hitta en lektionsplan för undervisning i metriska systemkonvertering till amerikansk standard?",LOC:other,0,35
"Vad heter Kevin Costners film om Sioux Indians?",ENTY:cremat,3,9
"Vad är Kythnos, Siphnos, Seriphos och Mykonos?",DESC:def,2,2
"Namnge en kvinnlig konståkare.",HUM:ind,1,30
"Varför finns det inga vita linjer på pro fotbollar?",DESC:reason,2,5
"Hur lång tid skulle det ta för en $ sparande obligation att förfalla?",NUM:period,5,45
"Hur är Abigail Arcane relaterad till den skurkiga motståndaren till Swamp Thing?",DESC:manner,2,4
"Vad etablerade Wienkongressen?",ENTY:other,3,17
"Vad är den genomsnittliga kostnaden för fyra års läkarutbildning?",NUM:money,5,41
"Vilka skadliga kemikalier finns i insektsspray?",ENTY:substance,3,22
"Hur många spjut finns det på Kenyas flagga?",NUM:count,5,38
"Vad sjöng Mighty Mouse alltid när han gick i handling?",DESC:desc,2,3
"Var bodde George of the Jungle?",LOC:other,0,35
"Hur dog Bob Marley?",DESC:manner,2,4
"Vad är mäns par på ett 455-yard golfhål?",NUM:other,5,43
"Hur stor andel amerikanska män är alkoholister?",NUM:perc,5,44
"Att ringa, 900, 740-TREE för att få ett träd planterat kostar hur mycket?",NUM:money,5,41
"Hur många amerikanska soldater finns det i Sydkorea?",NUM:count,5,38
"Vem porträtterade Carl Bernstein i Alla presidentens män?",HUM:ind,1,30
"Vilka är siffrorna som passar in i Fermats sista sats?",NUM:other,5,43
"Vem var Tiny Tims far?",HUM:ind,1,30
"Vad studerar en heliolog?",ENTY:other,3,17
"Vem var Bonnie Blue Butlers far?",HUM:ind,1,30
"Vilket schampo förhindrar eksem, seborré och psoriasis?",ENTY:product,3,19
"Hur många amerikaner har HIV?",NUM:count,5,38
"Var hittar jag information om utestängningsfastigheter på Internet?",LOC:other,0,35
"Vem är Antikristus?",HUM:ind,1,30
"Vilket var det första engelska stycket som exklusivt skrevs för barn?",ENTY:cremat,3,9
"Vilket Latinamerikanskt land är störst?",LOC:country,0,33
"Vilken var de skotska kungarnas tidigare residens i Edinburgh?",LOC:other,0,35
"Hur många spenar sportar en kvinnlig get?",NUM:count,5,38
"Hur hög är kilamanjaro?",NUM:dist,5,40
"Vem var advokaten som representerade Randy Steven Craft?",HUM:ind,1,30
"Vilket land köper 25 procent av världens teexport?",LOC:country,0,33
"Vilket land är ursprunget till bandet Creeps?",LOC:country,0,33
"Vad svalde krokodilen i Peter Pan?",ENTY:other,3,17
"Vad är ursprunget till ordet "svamp"?",DESC:desc,2,3
"Vilka av följande kändisar föddes inte i Philadelphia?",HUM:ind,1,30
"Hur många amerikanska soldater är utplacerade i Sydkorea?",NUM:other,5,43
"Var är den största klockan?",LOC:other,0,35
"Vad är varumärket för kemikalien daminoziden?",ENTY:product,3,19
"Hur fungerar mikrovågor?",DESC:manner,2,4
"Vilken tidning betalade Ernest Hemingway 15 dollar per ord för att skriva en artikel om tjurfäktning?",ENTY:cremat,3,9
"Vad är den uppskattade totala amerikanska whitetail hjortpopulationen?",NUM:count,5,38
"Vem skrev bondens almanacka?",HUM:ind,1,30
"Vilket djur fick kunglig samtycke som ett emblem av Kanada den 24 mars 1975?",ENTY:animal,3,6
"Vilket nummer är vid klockan 12 på en darttavla?",NUM:other,5,43
"Vilket lag vann Super Bowl 1968?",HUM:gr,1,29
"Vad är det rekommenderade dagliga behovet av folsyra för gravida kvinnor?",DESC:desc,2,3
"Vilken film dramatiserade Scopes monkey trial?",ENTY:cremat,3,9
"CNN ägs av vem?",HUM:ind,1,30
"Vilket land erbjöd Albert Einstein sitt ordförandeskap 1952?",LOC:country,0,33
"Vilken är den högsta romerska siffran?",DESC:def,2,2
"Vilken tv-serie såg många av sina vattenmiljöer filmade vid Silver Springs, Florida?",ENTY:cremat,3,9
"Vem var 1400-talets eld- och svavelmunk som fick kontroll över Florens men slutade bränd på bålet?",HUM:ind,1,30
"Hur används digitalt ljud?",DESC:manner,2,4
"Vad är AFS?",ABBR:exp,4,1
"Vem var Quetzalcoatl?",HUM:desc,1,28
"Vilket operativsystem använder IBM-kompatibla maskiner?",ENTY:product,3,19
"Vilken fransk ledare sålde Louisiana till USA?",HUM:ind,1,30
"Vilken vik gnistrar bredvid Miami, Florida?",LOC:other,0,35
"Hur många miles av vener finns i cirkulationssystemet?",NUM:count,5,38
"Vilken berömd flod rinner genom Bagdad?",LOC:other,0,35
"Hur görs bubbelplast?",DESC:manner,2,4
"Vad är Java?",DESC:def,2,2
"Vem är Japans premiärminister?",HUM:ind,1,30
"Vilken spelare hukar i genomsnitt 3 gånger under en dubbelboll i baseball?",HUM:ind,1,30
"Vad är det vanligaste namnet i barnrim?",HUM:ind,1,30
"Hur många "nej" -svar var Vad är min replik? panelen tillåten?",NUM:count,5,38
"Vad är böterna för att ha en hund på en strand?",NUM:money,5,41
"Vem skrev boken "Salomos sång"?",HUM:ind,1,30
"Var kan man hitta information om religion och hälsa, hjärnan och näring?",LOC:other,0,35
"Namnge jägaren som alltid var efter Yogi Bear.",HUM:ind,1,30
"Vilket tv-program sjöng John Sebastian temat för?",ENTY:cremat,3,9
"Vem är presidenten i den spanska regeringen?",HUM:ind,1,30
"Vem har karriärrekordet för flest major league home runs?",HUM:ind,1,30
"Vilka av följande skådespelare arbetade i New Yorks jiddiska teater?",HUM:ind,1,30
"Vem uppfann stetoskopet?",HUM:ind,1,30
"Vad är en matematisk faktor?",DESC:def,2,2
"Hur många fyrastjärniga generaler fanns det och vilka är de?",NUM:count,5,38
"När dog Nixon?",NUM:date,5,39
"Vad definierades ursprungligen som en 1 miljondel av avståndet från ekvatorn till polen?",ENTY:termeq,3,25
"Vilken komiker dök upp på TV-skärmen 1951 med NBC-eftermiddagsprogrammet Time for Ernie?",HUM:ind,1,30
"Hur många medlemmar är i Kaliforniens kongressdelegation?",NUM:count,5,38
"Vad bryter ut varje timme i Yellowstone National Park?",LOC:other,0,35
"Vilket land innehåller den högsta punkten i Sydamerika?",LOC:country,0,33
"Vad kallas Arnold Palmers fans?",HUM:ind,1,30
"Vem gick i pension med 755 home runs till sin kredit?",HUM:ind,1,30
"Vilken konstellation representerar en jägare med klubba och sköld?",LOC:other,0,35
"Vem utvecklade potlatch?",HUM:ind,1,30
"Hur länge praktiserade Shea och Gould juridik i Los Angeles?",NUM:period,5,45
"Vad är det perfekta resultatet i en gymnastikövning?",NUM:other,5,43
"Vilken grupp inkluderade Abbey Hoffman, Jerry Rubin och Tom Hayden?",HUM:gr,1,29
"Vad gjorde Jane Goodall känd?",DESC:reason,2,5
"Vid vilken ålder slutade Rossini att skriva opera?",NUM:period,5,45
"Vilken rysk hamn har ett namn som betyder "Lord of the East"?",LOC:city,0,32
"Namnge de två skådespelerske-döttrarna till John Mills.",HUM:ind,1,30
"Hur gammal var Gene Siskel?",NUM:period,5,45
"Vad kan man göra angående snarkning?",DESC:desc,2,3
"Vilken Rocky Mountain-ås skiljer Nordamerikas floder österut och västerut?",LOC:mount,0,34
"Vem är skådespelerskan Bette Davis en gång sa att hon önskade att hon såg ut som?",HUM:ind,1,30
"Vem porträtterade The Cowardly Lion i The Wizard of Oz?",HUM:ind,1,30
"Vad behandlar en fotvårdspersonal?",ENTY:dismed,3,11
"Vad är porfyri?",DESC:def,2,2
"Vilken grind öppnades på Östra och Västberlin?",LOC:other,0,35
"Vem var den första kungen av England?",HUM:ind,1,30
"Vad gjorde Finger Lakes i västra New York?",DESC:reason,2,5
"I vilken film hittar man nummer nio i titeln?",ENTY:cremat,3,9
"Hur många kalorier finns det i sojasås?",NUM:count,5,38
"Vem dödade Kurt Cobain?",HUM:ind,1,30
"Vem skapade monsteret i Mary Shelleys roman Frankenstein?",HUM:ind,1,30
"Vilken är planeten längst bort från solen?",LOC:other,0,35
"Varför skiner solen bara en kort tid i Alaska?",DESC:reason,2,5
"Vilken kemikalie i rött vin är bra för hjärtat och vad exakt gör det mot din kropp?",ENTY:dismed,3,11
"Hur koaguleras blod?",DESC:manner,2,4
"Hur stor är vår galax i diameter?",NUM:volsize,5,48
"Vilken produkt ""fördubblar ditt nöje, fördubblar ditt kul""?",ENTY:product,3,19
"När är en kvinna mest fertil?",NUM:date,5,39
"Vilken son till en 15-årig mexikansk tjej och en halv-irländsk far blev världens mest kända grek?",HUM:ind,1,30
"Vem var den första mannen som återvände till rymden?",HUM:ind,1,30
"Vilket märke jeans erkände Calvin Klein i en intervju 1984 som han kände sig bekvämare att ha på sig?",ENTY:product,3,19
"Vem gav Abbie Hoffman sin första dos LSD?",HUM:ind,1,30
"Vilken effekt har friktion på evig rörelse?",DESC:desc,2,3
"Vad gjorde de sju dvärgarna för att försörja sig?",HUM:title,1,31
"Vilken 4-fot-9 skådespelerska 1984 blev den första artisten som vann en Oscar för att spela en karaktär av motsatt kön?",HUM:ind,1,30
"Vem sköt Billy the Kid?",HUM:ind,1,30
"Vad gör han nu?",DESC:desc,2,3
"Vilken mormonledare sägs ha haft 27 hustrur?",HUM:ind,1,30
"Vilket videoformat var ett alternativ till VHS?",ENTY:other,3,17
"Var kom termen "69" ifrån?",DESC:desc,2,3
"Vad är pengar gjort av?",ENTY:substance,3,22
"Vad är namnet på ett hotell i Indianapolis?",LOC:other,0,35
"Hur många människor i Tucson?",NUM:count,5,38
"Var ligger Melbourne?",LOC:other,0,35
"Med vem jämförde Bush Saddam Hussein?",HUM:ind,1,30
"Vilket land var Mikhail Gorbatsjov ledare för?",LOC:country,0,33
"Vad är den rekommenderade vikten för en 15-årig man som är 5, 6?",NUM:weight,5,49
"Vilken pelare av den holländska renässansen målade Aristoteles begrundandes Homeros byst?",HUM:ind,1,30
"Vad är det största länet i storlek i Massachusetts?",LOC:other,0,35
"Vad heter den lysande brittiska ekonomen bakom skapandet?",HUM:ind,1,30
"Vem spelade Sally Rogers i The Dick Van Dyke Show?",HUM:ind,1,30
"Hur är det att uppleva en nära-döden-episod?",DESC:desc,2,3
"Vilken mytisk figur bär ett timglas och en lie?",HUM:ind,1,30
"Hur mycket är ett kanadensiskt tjugo dollars guldmynt från 1967 värd?",NUM:money,5,41
"Varför spred sig inte europeiskt kolonialstyre förrän efter den första och andra industriella revolutionen?",DESC:reason,2,5
"Vilka naturattraktioner lockar flest besökare i USA?",LOC:other,0,35
"Vilken presidentadministration utmanade amerikaner att utforska The New Frontier?",HUM:gr,1,29
"Hur många år sov Sleeping Beauty?",NUM:count,5,38
"Hur lång tid tar det för din kropp att återställa blod efter att du donerat ditt blod?",NUM:period,5,45
"Hur vet jag om någon verkligen är kär i mig?",DESC:manner,2,4
"Vilken av många numrerade kärl av Scotch bedömdes bäst av en expertpanel 1863?",ENTY:food,3,13
"Vad är litteraturkritik?",DESC:def,2,2
"Hur anordnar man en inflyttningsfest?",DESC:manner,2,4
"Vilken internationell sport kallades ursprungligen hurley?",ENTY:sport,3,21
"Vilken flod rinner genom Liverpool?",LOC:other,0,35
"Vilken berömd brittisk skådespelare förlorade sin röst efter en operation 1966?",HUM:ind,1,30
"Vad betyder termen 3 för en tidningsredaktör?",DESC:def,2,2
"Vilket företag tillverkar utrustning för impulshärdning?",HUM:gr,1,29
"Vilket land arbetade Kim Philby egentligen för?",LOC:country,0,33
